"Collection Name","Title#1","Name#1","Name Role Term Text#1","Name URI#1","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Place Created#1","Publisher#1","Date Issued#1","Date Created#1","Language Term#1","Language Term URI#1","Language Term Type#1","Extent#1","Form#1","Form URI#1","Abstract#1","Abstract#2","Note#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Name#1","Subject Name URI#1","Subject Name#2","Subject Name URI#2","Subject Name#3","Subject Name URI#3","Subject Name#4","Subject Name URI#4","Subject Name#5","Subject Name URI#5","Subject Geographic#1","Subject Geographic URI#1","Subject Geographic#2","Subject Geographic URI#2","Subject Title#1","Subject Title URI#1","Subject Genre#1","Subject Genre URI#1","Identifier#1","Identifier ARK#1","Physical Location#1","Shelf Locator#1","Related Item#1","Related Item Type#1","Related Item Identifier#1","Related Item Location#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Vincent Comparetto Collection","French Kettle Station, Backspace","Comparetto, Vincent","Photographers","http://id.loc.gov/authorities/names/no2022039269","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Documentary photographs","http://id.loc.gov/authorities/genreForms/gf2017027230","","","","2016","","","","1 color photograph; 4116 x 3200 pixels","digital photography (digital camera)","http://vocab.getty.edu/page/aat/300386812","Seven people dancing during a concert at Backspace.","[caption by photographer:] Location: Back Space Date: 2016; Event: French Kettle Station with other bands.; Notes: The audience had a great vibe that night. This was an amazing space that thrived for a few years it was run by a very tight group of anarchists who are still to this day fighting the good fight.","","Concerts","http://id.worldcat.org/fast/874069","Indie music","http://id.loc.gov/authorities/subjects/sh96004375","Performing arts--Audiences","http://id.worldcat.org/fast/1057889","","","","","French Kettle Station (Musical group)","local","","","","","","","","","Denver (Denver, Colorado, United States, North America) (populated place)","GNIS: 201738","Backspace (defunct music venue)","local","","","","","narv_vincentComparetto_french_kettle_station_audience_backspace_2016.tif","https://ark.colorado.edu/ark:/47540/v2435v2323c8","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:5050","DIY Spaces and subculture, Denver, Colorado: Photography and words","isReferencedBy","narv_vincentComparetto_diy_photography_1996_2019.pdf","https://ark.colorado.edu/ark:/47540/4b5b5610x79b","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","born digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC-EDU/1.0/","11","1247543","5223","narv_vincentComparetto_french_kettle_station_audience_backspace_2016.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~43~43~11~1247543"
"Vincent Comparetto Collection","French Kettle Station, Backspace","Comparetto, Vincent","Photographers","http://id.loc.gov/authorities/names/no2022039269","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Documentary photographs","http://id.loc.gov/authorities/genreForms/gf2017027230","","","","2016","","","","1 color photograph; 3600 x 2547 pixels","digital photography (digital camera)","http://vocab.getty.edu/page/aat/300386812","Luk Thinnes, white musician for French Kettle Station, playing an electronic keyboard and holding a microphone with people watching in the background.","[caption by photographer:] Location: Back Space Date: 2017; Event: French Kettle Station; Notes: French Kettle Station was one of the main musical tangents of multi instrumentalist Luke Thinnes. He is a super talented performer and has always been a great spokesperson for DIY spaces in general.","","Concerts","http://id.worldcat.org/fast/874069","Male musicians, White","local","Indie music","http://id.loc.gov/authorities/subjects/sh96004375","Electronic keyboard (Synthesizer)","http://id.worldcat.org/fast/907321","","","French Kettle Station (Musical group)","local","Thinnes, Luke","local","","","","","","","Denver (Denver, Colorado, United States, North America) (populated place)","GNIS: 201738","Backspace (defunct music venue)","local","","","","","narv_vincentComparetto_french_kettle_station_backspace_2016.tif","https://ark.colorado.edu/ark:/47540/0w2h8s73771v","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:5050","DIY Spaces and subculture, Denver, Colorado: Photography and words","isReferencedBy","narv_vincentComparetto_diy_photography_1996_2019.pdf","https://ark.colorado.edu/ark:/47540/4b5b5610x79b","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","born digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC-EDU/1.0/","12","1247542","5223","narv_vincentComparetto_french_kettle_station_backspace_2016.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~43~43~12~1247542"
"Vincent Comparetto Collection","Friends Forever, Monkey Mania II","Comparetto, Vincent","Photographers","http://id.loc.gov/authorities/names/no2022039269","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Documentary photographs","http://id.loc.gov/authorities/genreForms/gf2017027230","","","","2005","","","","1 black and white photograph; 3300 x 2200 pixels","digital photography (digital camera)","http://vocab.getty.edu/page/aat/300386812","Germain Baca, white drummer for the traveling band ""Josh Taylor's Friends Forever,"" playing the drums in a Volkswagen van.","[caption by photographer:] Location: Monkey Mania II; Date: 2005; Event: Josh Taylor’s Friends Forever, Fisher Mystic, Pretty Thigh, Ultra Boyz and Nightshark Notes: The space as the first floor of a condemned building on 2126 Arapahoe Street St in Denver. For over a decade it served as a DIY space. Friends Forever was an evolving band that changed members founded by Josh Taylor. The original line-up was Josh Taylor, Jason Isaacs and Nate Hayden. I believe in 2001 Josh Taylor’s fired everyone in the band including himself and then Amy Fantastic, Germaine Baca and Kenna (not sure on a last name) became “Josh Taylor's Friends Forever” who were around for a few years. All of the versions performed out of a Volkswagen Van that acted as a mobile performance space. Often pulling up to venues unannounced and playing in the street. Performances involved improvisation, fireworks and occasionally nudity. Featured drummer Germain Baca who also played in the infamous Rainbow Sugar, as well as Sin Desires Marie.","","Concert tours","http://id.loc.gov/authorities/subjects/sh97003767","Women drummers (Musicians), White","local","Indie music","http://id.loc.gov/authorities/subjects/sh96004375","Noise rock (Music)","http://id.worldcat.org/fast/2010845","","","Friends Forever (Musical Groups)","local","Taylor, Josh","local","Baca, Germaine","local","Kenna","local","","","Denver (Denver, Colorado, United States, North America) (populated place)","GNIS: 201738","Monkey Mania (defunct music venue)","local","","","","","narv_vincentComparetto_friendsforever_monkeymania_2005.tif","https://ark.colorado.edu/ark:/47540/j47c3265w6wp","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:5050","","","","","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","born digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC-EDU/1.0/","13","1247541","5223","narv_vincentComparetto_friendsforever_monkeymania_2005.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~43~43~13~1247541"
"Vincent Comparetto Collection","Glitter Pills, Back Space","Comparetto, Vincent","Photographers","http://id.loc.gov/authorities/names/no2022039269","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Documentary photographs","http://id.loc.gov/authorities/genreForms/gf2017027230","","","","2016","","","","1 black and white photograph; 4592 x 3448 pixels","digital photography (digital camera)","http://vocab.getty.edu/page/aat/300386812","Singer for the band, Glitter Pills wears a face mask while holding a guitar and singing into a microphone. There is another man wearing a mask in the background.","[caption by photographer:] Location: Back Space; Date: 2017; Event: Glitter Pills opening up for French Kettle Station, and Echo Beds. Notes: Glitter Pills sounding and looking fabulous.","","Concerts","http://id.worldcat.org/fast/874069","Rock musicians, White","local","Indie music","http://id.loc.gov/authorities/subjects/sh96004375","","","","","Glitter Pills (Musical Group)","local","","","","","","","","","Denver (Denver, Colorado, United States, North America) (populated place)","GNIS: 201738","Backspace (defunct music venue)","local","","","","","narv_vincentComparetto_glitter_pills_backspace_2016.tif","https://ark.colorado.edu/ark:/47540/hv350589c27r","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:5050","","","","","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","born digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC-EDU/1.0/","14","1247540","5223","narv_vincentComparetto_glitter_pills_backspace_2016.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~43~43~14~1247540"
"Vincent Comparetto Collection","Kalyn (Wheelchair Sports Camp), Big Queer Dance Party Part II, Glob","Comparetto, Vincent","Photographers","http://id.loc.gov/authorities/names/no2022039269","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Documentary photographs","http://id.loc.gov/authorities/genreForms/gf2017027230","","","","2015","","","","1 color digital photograph; 3006 x 3996 pixels","digital photography (digital camera)","http://vocab.getty.edu/page/aat/300386812","Kalyn Heffernan (left), rapper and frontwoman with osteogenesis imperfecta, poses with her date (right) at the Big Queer Dance Party.","[caption by photographer:] Location: Glob; Date: 2015; Event: Big Queer Dance Party; Notes: Kalyn Heffernan (Wheelchair Sports Camp) with date at Big Queer Dance party at a area I created for shooting portraits of the attendees. The DIY spaces were often venues for performers and artists who felt marginalized by traditional cis male dominated music venues. Piper Rose was one of the main organizers behind Big Queer Dance party, there was also Damn Gurl which was organized by Lauren Zwicky. These were some of the celebrated queer centered dance parties for the LGBTQIA community at the time.","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Gay and lesbian dance parties","http://id.worldcat.org/fast/1736745","Hip-hop (Music)","http://id.worldcat.org/fast/2002247","Women rock musicians, White","local","Krip-hop movement","local","Heffernan, Kalyn","local","Wheelchair Sports Camp (Musical group)","local","","","","","","","Denver (Denver, Colorado, United States, North America) (populated place)","GNIS: 201738","Glob (art center)","local","Big Queer Dance Party","local","Portraits","http://id.worldcat.org/fast/1423831","narv_vincentComparetto_kalyn_wheelchair_sports_camp_queer_dance_party_2015.tif","https://ark.colorado.edu/ark:/47540/mk7p5k5418j6","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:5050","DIY Spaces and subculture, Denver, Colorado: Photography and words","isReferencedBy","narv_vincentComparetto_diy_photography_1996_2019.pdf","https://ark.colorado.edu/ark:/47540/4b5b5610x79b","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","born digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC-EDU/1.0/","15","1247539","5223","narv_vincentComparetto_kalyn_wheelchair_sports_camp_queer_dance_party_2015.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~43~43~15~1247539"
"Vincent Comparetto Collection","Lily in the pit, Nude City Relief Center","Comparetto, Vincent","Photographers","http://id.loc.gov/authorities/names/no2022039269","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Documentary photographs","http://id.loc.gov/authorities/genreForms/gf2017027230","","","","2019","","","","1 black and white photograph; 2424 x 3232 pixels","digital photography (digital camera)","http://vocab.getty.edu/page/aat/300386812","Lily, white concert-goer, dancing during the Product Lust set.","[caption by photographer:] Location: NCRC (Nude City Relief Center); Date: 2018; Lily setting the pit off for Product Lust. NCRC (Nude City Relief Center) was a great DIY space. Lily was a force on the dance floor her gestures and energy made for some of my favorite photos. She might earn the MVP title.","","Concerts","http://id.worldcat.org/fast/874069","Performing arts--Audiences","http://id.worldcat.org/fast/1057889","Punk rock music","http://id.worldcat.org/fast/1084153","","","","","Product Lust (Musical group)","local","Lily","local","","","","","","","Denver (Denver, Colorado, United States, North America) (populated place)","GNIS: 201738","Nude City Relief Center (NCRC) (defunct music venue)","local","","","","","narv_vincentComparetto_product_lust_lily_ncrc_2018.tif","https://ark.colorado.edu/ark:/47540/fb624h41p5ms","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:5050","DIY Spaces and subculture, Denver, Colorado: Photography and words","isReferencedBy","narv_vincentComparetto_diy_photography_1996_2019.pdf","https://ark.colorado.edu/ark:/47540/4b5b5610x79b","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","born digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC-EDU/1.0/","16","1247528","5223","narv_vincentComparetto_product_lust_lily_ncrc_2018.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~43~43~16~1247528"
"Vincent Comparetto Collection","Milch de la Máquina, Titwrench, Glob","Comparetto, Vincent","Photographers","http://id.loc.gov/authorities/names/no2022039269","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Documentary photographs","http://id.loc.gov/authorities/genreForms/gf2017027230","","","","2016","","","","1 black and white photograph; 3600 x 2700 pixels","digital photography (digital camera)","http://vocab.getty.edu/page/aat/300386812","Several white women and one Black woman singing with the group, Milch de la Máquina. Many microphones are being utilized around them.","[caption by photographer:] Location: Rhicoceropolis; Date: 2016; Event: Titwrench; Notes: Milch de la Máquina was an all female performance art crew from Albuquerque, New Mexico. Often collaborated with Titwrench. A joy to shoot.","","Women rock musicians, White","local","Women rock musicians, Black","local","Concerts","http://id.worldcat.org/fast/874069","Noise rock (Music)","http://id.worldcat.org/fast/2010845","Experimental music","http://id.loc.gov/authorities/subjects/sh90001254","Milch de la Máquina (Musical group)","local","","","","","","","","","Denver (Denver, Colorado, United States, North America) (populated place)","GNIS: 201738","Rhinoceropolis (defunct music venue)","local","Titwrench Festival","local","","","narv_vincentComparetto_miche_de_la_machina_titwrench_2016.tif","https://ark.colorado.edu/ark:/47540/8p2t6j57g991","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:5050","DIY Spaces and subculture, Denver, Colorado: Photography and words","isReferencedBy","narv_vincentComparetto_diy_photography_1996_2019.pdf","https://ark.colorado.edu/ark:/47540/4b5b5610x79b","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","born digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC-EDU/1.0/","18","1247536","5223","narv_vincentComparetto_miche_de_la_machina_titwrench_2016.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~43~43~18~1247536"
"Vincent Comparetto Collection","Mirror Fears, Titwrench, Rhinoceropolis","Comparetto, Vincent","Photographers","http://id.loc.gov/authorities/names/no2022039269","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Documentary photographs","http://id.loc.gov/authorities/genreForms/gf2017027230","","","","2016","","","","1 color photograph; 4608 x 3456 pixels","digital photography (digital camera)","http://vocab.getty.edu/page/aat/300386812","Kate Warner wearing a bodysuit and performing next to Bree Davies, white Titwrench founder.","[caption by photographer:] Location: Rhicoceropolis; Date: 2016; Event: Titwrench Mirror Fears (Kate Warner) with Bree Davies; Notes: Mirror Fears was one of the many musical projects of super talented experimental electronic musician Kate Warner. An integral part of the Titwrench and DIY communities. They are currently performing with Church Fire.","","Women rock musicians, White","local","Concerts","http://id.worldcat.org/fast/874069","Experimental music","http://id.loc.gov/authorities/subjects/sh90001254","","","","","Warner, Kate","local","Mirror Fears (Musical group)","local","Davies, Bree","local","","","","","Denver (Denver, Colorado, United States, North America) (populated place)","GNIS: 201738","Rhinoceropolis (defunct music venue)","local","Titwrench Festival","local","","","narv_vincentComparetto_kate_warner_rhino_bree_davies_2016.tif","https://ark.colorado.edu/ark:/47540/qx738n87p534","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:5050","DIY Spaces and subculture, Denver, Colorado: Photography and words","isReferencedBy","narv_vincentComparetto_diy_photography_1996_2019.pdf","https://ark.colorado.edu/ark:/47540/4b5b5610x79b","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","born digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC-EDU/1.0/","19","1247538","5223","narv_vincentComparetto_kate_warner_rhino_bree_davies_2016.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~43~43~19~1247538"
"Vincent Comparetto Collection","Monkey Mania II","Comparetto, Vincent","Photographers","http://id.loc.gov/authorities/names/no2022039269","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Documentary photographs","http://id.loc.gov/authorities/genreForms/gf2017027230","","","","2005","","","","1 color photograph; 2400 x 2041 pixels","digital photography (digital camera)","http://vocab.getty.edu/page/aat/300386812","Two bicycles leaning against a wall with a mural.","[caption by photographer:] Location: Monkey Mania II; Date:2005; Event: Josh Taylor’s Friends Forever, Fisher Mystic, Pretty Thigh, Ultra Boyz and Nightshark; Notes: One of Monkey Mania II last shows. The space the brain child of Josh Taylor and Amy Fantastic. Over the years they had two different locations. The venue was a destina- tion for a variety of performers, everything from noise bands to performance artists. Nate Hayden painted the amazing murals. Was the same location as the Arapaho Warehouse from the 90s also known as “The Warehouse”.","","Indie culture","http://id.worldcat.org/fast/1746866","Bicycles","http://id.worldcat.org/fast/831489","Mural painting and decoration","http://id.loc.gov/authorities/subjects/sh85088531","Music facilities","http://id.loc.gov/authorities/subjects/sh97008700","","","Hayden, Nate","local","","","","","","","","","Denver (Denver, Colorado, United States, North America) (populated place)","GNIS: 201738","Monkey Mania (defunct music venue)","local","","","","","narv_vincentComparetto_monkey_mania_interior_nate's_mural_2005.tif","https://ark.colorado.edu/ark:/47540/w4310v87z976","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:5050","DIY Spaces and subculture, Denver, Colorado: Photography and words","isReferencedBy","narv_vincentComparetto_diy_photography_1996_2019.pdf","https://ark.colorado.edu/ark:/47540/4b5b5610x79b","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","born digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC-EDU/1.0/","20","1247534","5223","narv_vincentComparetto_monkey_mania_interior_nate's_mural_2005.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~43~43~20~1247534"
"Vincent Comparetto Collection","Pauline Heresy, Acoma House","Comparetto, Vincent","Photographers","http://id.loc.gov/authorities/names/no2022039269","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Documentary photographs","http://id.loc.gov/authorities/genreForms/gf2017027230","","","","1996","","","","1 color photograph; 1992 x 1739 pixels","digital photography (digital camera)","http://vocab.getty.edu/page/aat/300386812","Holle Finch, white band member for Pauline Heresy, singing into a microphone with two additional band members playing guitar and the drums.","[caption by photographer:] Location: Acoma House; Date: 1997; Event: Pauline Heresy; Notes: Holle Finch front person of Pauline Heresy (which became Sin Desires Marie) belting one out at DIY space the Acoma House. The Acoma House was my personal introduction to the DIY punk scene of Denver. I moved there from New York in 1996 and was introduced to the scene. It was a fairly prolific venue where many local and touring bands played from 1995-1999.","[caption by photographer:] The Acoma House was a DIY venue in Denver Colorado, active from 1995 through 1998. Many artists and musicians lived there and a countless number of bands played in our living room. This was my introduction to the music scene here. I had an opportunity to live there in 1996 and I became one of the artists helping organize shows. Bands from all over America played and often slept on our floor. Local bands like Christie Front Drive, and pictured here The Pauline Heresy played and acts such as Jimmy Eat World, Texas as the Reason, The Locust, Hot Water Music all slept on our floor. It was a vibrant time for our music scene despite the less than ideal conditions of many of these venues. We acted out of the sheer tenacity to build a sustainable creative community in what ever spaces were made available to us.","Concerts","http://id.worldcat.org/fast/874069","Women rock musicians, White","local","Indie music","http://id.loc.gov/authorities/subjects/sh96004375","","","","","Sin Desires Marie (Musical group)","local","Finch, Holle","local","","","","","","","Denver (Denver, Colorado, United States, North America) (populated place)","GNIS: 201738","Acoma House (defunct music venue)","local","","","","","narv_vincentComparetto_pauline_heresy_acoma_house_1996.tif","https://ark.colorado.edu/ark:/47540/tr662x56r5z3","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:5050","DIY Spaces and subculture, Denver, Colorado: Photography and words","isReferencedBy","narv_vincentComparetto_diy_photography_1996_2019.pdf","https://ark.colorado.edu/ark:/47540/4b5b5610x79b","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","born digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from the rights-holder(s) for educational uses. For other uses, you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC-EDU/1.0/","21","1247532","5223","narv_vincentComparetto_pauline_heresy_acoma_house_1996.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~43~43~21~1247532"
